psp_reference,merchant,customer_id,customer_name,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,usd_amount,amount_minor,currency,ip_country,issuing_country,device_type,shopper_interaction,has_fraudulent_dispute,is_refused_by_adyen,processor,settled_date
MX-100000156,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,12,48,65,False,290.28,29028,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-06
MX-100000157,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,13,51,66,False,297.41,29741,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-07
MX-100000158,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,14,54,67,False,304.54,30454,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-08
MX-100000159,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,15,57,68,False,311.67,31167,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-09
MX-100000160,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,16,0,69,False,318.8,31880,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-03-10
MX-100000161,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,17,3,70,False,325.93,32593,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-11
MX-100000162,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,71,False,333.06,33306,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-12
MX-100000163,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,72,False,340.19,34019,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-13
MX-100000164,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,73,False,347.32,34732,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-14
MX-100000165,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,74,False,354.45,35445,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-03-15
MX-100000166,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,75,False,361.58,36158,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-16
MX-100000167,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,76,False,368.71,36871,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-17
MX-100000168,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,77,False,375.84,37584,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-18
MX-100000169,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,78,False,382.97,38297,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-19
MX-100000170,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,79,True,390.1,39010,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-03-20
MX-100000171,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,80,False,397.23,39723,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-21
MX-100000172,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,81,False,404.36,40436,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-22
MX-100000173,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,82,False,411.49,41149,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-23
MX-100000174,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,83,False,418.62,41862,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-24
MX-100000175,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,84,False,425.75,42575,USD,US,US,Android,Ecommerce,False,False,adyen,2026-03-25
MX-100000176,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,8,48,85,False,432.88,43288,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-03-26
MX-100000177,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,9,51,86,False,20.01,2001,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-27
MX-100000178,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,10,54,87,False,27.14,2714,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-03-28
MX-100000179,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,11,57,88,False,34.27,3427,USD,US,US,Android,Ecommerce,False,False,stripe,2026-03-29
MX-100000180,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,12,0,89,False,41.4,4140,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-03-30
MX-100000181,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,13,3,90,False,48.53,4853,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-03-31
MX-100000182,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,14,6,91,False,55.66,5566,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-01
MX-100000183,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,15,9,92,False,62.79,6279,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-02
MX-100000184,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,16,12,93,False,69.92,6992,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-03
MX-100000185,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,17,15,94,False,77.05,7705,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-04-04
MX-100000186,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,18,18,95,False,84.18,8418,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-05
MX-100000187,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,19,21,96,True,91.31,9131,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-06
MX-100000188,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,20,24,97,False,98.44,9844,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-07
MX-100000189,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,21,27,98,False,105.57,10557,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-08
MX-100000190,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,22,30,99,False,112.7,11270,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-04-09
MX-100000191,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,23,33,100,False,119.83,11983,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-10
MX-100000192,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,0,36,101,False,126.96,12696,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-11
MX-100000193,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,1,39,102,False,134.09,13409,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-12
MX-100000194,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,2,42,103,False,141.22,14122,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-13
MX-100000195,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,3,45,104,False,148.35,14835,USD,US,US,Android,Ecommerce,False,False,adyen,2026-04-14
MX-100000196,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,4,48,105,False,155.48,15548,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-15
MX-100000197,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,5,51,106,False,162.61,16261,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-16
MX-100000198,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,6,54,107,False,169.74,16974,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-17
MX-100000199,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,7,57,108,False,176.87,17687,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-18
MX-100000200,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,8,0,109,False,184.0,18400,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-04-19
MX-100000201,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,9,3,110,False,191.13,19113,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-20
MX-100000202,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,10,6,111,False,198.26,19826,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-21
MX-100000203,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,11,9,112,False,205.39,20539,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-22
MX-100000204,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,12,12,113,True,212.52,21252,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-23
MX-100000205,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,13,15,114,False,219.65,21965,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-04-24
MX-100000206,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,14,18,115,False,226.78,22678,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-04-25
MX-100000207,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,15,21,116,False,233.91,23391,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-26
MX-100000208,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,16,24,117,False,241.04,24104,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-04-27
MX-100000209,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,17,27,118,False,248.17,24817,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-04-28
MX-100000210,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,18,30,119,False,255.3,25530,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-04-29
MX-100000211,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,19,33,120,False,262.43,26243,USD,US,US,Android,Ecommerce,False,False,stripe,2026-04-30
MX-100000212,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,20,36,121,False,269.56,26956,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-01
MX-100000213,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,21,39,122,False,276.69,27669,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-02
MX-100000214,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,22,42,123,False,283.82,28382,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-03
MX-100000215,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,23,45,124,False,290.95,29095,USD,US,US,Android,Ecommerce,False,False,adyen,2026-05-04
MX-100000216,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,0,48,125,False,298.08,29808,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-05
MX-100000217,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,1,51,126,False,305.21,30521,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-06
MX-100000218,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,2,54,127,False,312.34,31234,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-07
MX-100000219,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,3,57,128,False,319.47,31947,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-08
MX-100000220,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,4,0,129,False,326.6,32660,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-05-09
MX-100000221,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,5,3,130,True,333.73,33373,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-10
MX-100000222,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,6,6,131,False,340.86,34086,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-11
MX-100000223,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,7,9,132,False,347.99,34799,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-12
MX-100000224,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,8,12,133,False,355.12,35512,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-13
MX-100000225,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,9,15,134,False,362.25,36225,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-05-14
MX-100000226,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,10,18,135,False,369.38,36938,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-15
MX-100000227,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,11,21,136,False,376.51,37651,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-16
MX-100000228,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,12,24,137,False,383.64,38364,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-17
MX-100000229,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,13,27,138,False,390.77,39077,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-18
MX-100000230,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,14,30,139,False,397.9,39790,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-05-19
MX-100000231,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,15,33,140,False,405.03,40503,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-20
MX-100000232,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,16,36,141,False,412.16,41216,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-21
MX-100000233,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,17,39,142,False,419.29,41929,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-22
MX-100000234,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,18,42,143,False,426.42,42642,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-23
MX-100000235,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,19,45,144,False,433.55,43355,USD,US,US,Android,Ecommerce,False,False,adyen,2026-05-24
MX-100000236,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,20,48,145,False,20.68,2068,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-25
MX-100000237,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,21,51,146,False,27.81,2781,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-26
MX-100000238,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,22,54,147,True,34.94,3494,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-27
MX-100000239,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,23,57,148,False,42.07,4207,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-28
MX-100000240,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,0,0,149,False,49.2,4920,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-05-29
MX-100000241,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,1,3,150,False,56.33,5633,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-30
MX-100000242,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,2,6,151,False,63.46,6346,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-31
MX-100000243,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,3,9,152,False,70.59,7059,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-01
MX-100000244,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,4,12,153,False,77.72,7772,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-02
MX-100000245,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,5,15,154,False,84.85,8485,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-06-03
MX-100000246,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,6,18,155,False,91.98,9198,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-04
MX-100000247,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,7,21,156,False,99.11,9911,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-05
MX-100000248,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,8,24,157,False,106.24,10624,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-06
MX-100000249,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,9,27,158,False,113.37,11337,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-07
MX-100000250,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,10,30,159,False,120.5,12050,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-06-08
MX-100000251,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,11,33,160,False,127.63,12763,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-09
MX-100000252,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,12,36,161,False,134.76,13476,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-10
MX-100000253,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,13,39,162,False,141.89,14189,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-11
MX-100000254,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,14,42,163,False,149.02,14902,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-12
MX-100000255,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,15,45,164,True,156.15,15615,USD,US,US,Android,Ecommerce,False,False,adyen,2026-06-13
MX-100000256,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,16,48,165,False,163.28,16328,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-14
MX-100000257,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,17,51,166,False,170.41,17041,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-15
MX-100000258,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,18,54,167,False,177.54,17754,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-16
MX-100000259,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,19,57,168,False,184.67,18467,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-17
MX-100000260,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,20,0,169,False,191.8,19180,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-06-18
MX-100000261,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,21,3,170,False,198.93,19893,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-19
MX-100000262,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,22,6,171,False,206.06,20606,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-20
MX-100000263,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,23,9,172,False,213.19,21319,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-21
MX-100000264,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,0,12,173,False,220.32,22032,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-22
MX-100000265,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,1,15,174,False,227.45,22745,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-06-23
MX-100000266,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,2,18,175,False,234.58,23458,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-24
MX-100000267,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,3,21,176,False,241.71,24171,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-25
MX-100000268,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,4,24,177,False,248.84,24884,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-26
MX-100000269,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,5,27,178,False,255.97,25597,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-27
MX-100000270,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,6,30,179,False,263.1,26310,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-06-28
MX-100000271,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,7,33,180,False,270.23,27023,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-29
MX-100000272,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,8,36,181,True,277.36,27736,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-30
MX-100000273,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,9,39,182,False,284.49,28449,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-01
MX-100000274,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,10,42,183,False,291.62,29162,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-02
MX-100000275,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,11,45,184,False,298.75,29875,USD,US,US,Android,Ecommerce,False,False,adyen,2026-07-03
MX-100000276,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,12,48,185,False,305.88,30588,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-04
MX-100000277,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,13,51,186,False,313.01,31301,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-05
MX-100000278,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,14,54,187,False,320.14,32014,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-06
MX-100000279,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,15,57,188,False,327.27,32727,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-07
MX-100000280,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,16,0,189,False,334.4,33440,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-07-08
MX-100000281,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,17,3,190,False,341.53,34153,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-09
MX-100000282,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,191,False,348.66,34866,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-10
MX-100000283,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,192,False,355.79,35579,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-11
MX-100000284,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,193,False,362.92,36292,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-12
MX-100000285,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,194,False,370.05,37005,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-07-13
MX-100000286,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,195,False,377.18,37718,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-14
MX-100000287,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,196,False,384.31,38431,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-15
MX-100000288,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,197,False,391.44,39144,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-16
MX-100000289,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,198,True,398.57,39857,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-17
MX-100000290,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,199,False,405.7,40570,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-07-18
MX-100000291,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,200,False,412.83,41283,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-19
MX-100000292,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,201,False,419.96,41996,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-20
MX-100000293,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,202,False,427.09,42709,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-21
MX-100000294,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,203,False,434.22,43422,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-22
MX-100000295,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,204,False,21.35,2135,USD,US,US,Android,Ecommerce,False,False,adyen,2026-07-23
